customer_id,age,days_as_customer,loyalty_tier,total_purchases,total_spent,avg_order_value,days_since_last_purchase,has_loyalty_card,has_app,accepts_marketing,num_complaints,satisfaction_score,support_contacts,returns_rate,churned,gender_F,gender_M,region_Midwest,region_Northeast,region_Southeast,region_Southwest,region_West,acquisition_channel_Direct,acquisition_channel_Email,acquisition_channel_Organic Search,acquisition_channel_Paid Ads,acquisition_channel_Referral,acquisition_channel_Social Media,favorite_category_Beauty,favorite_category_Books,favorite_category_Electronics,favorite_category_Fashion,favorite_category_Food,favorite_category_Home & Garden,favorite_category_Sports,favorite_category_Toys,age_binned,customer_value_per_day
C087,-0.582087581576998,-0.8438030093683044,3,-0.5113729205226898,-1.1394987210406844,-0.34879962245832186,0.5037879221443259,False,False,False,5,0.9994677717152604,0.9187705518844507,1.0172757223465887,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Middle-Aged,7.201482352941177
C088,0.3025440013667682,-0.3015946164670323,2,-0.6155221915049076,-0.9121890373851431,-0.3190835341495957,0.17034837857985094,False,True,False,5,-1.2782618812365647,-1.1761460159302575,-0.6341459048394317,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Senior,6.618551829268293
C089,-0.4051612649882448,-0.11381681805966533,2,0.5301197892994892,0.4039463444606586,-0.28749119660127903,0.05266383379238918,False,True,False,4,1.7283412606598443,1.2180443472865519,-0.41395635454796237,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Middle-Aged,15.977771739130434
C090,-0.9359402147545045,0.07630820282779373,0,-1.0321192754337793,-1.6330776558752882,-0.3950782348644195,0.3861033773568642,False,False,False,4,1.7283412606598443,-0.8768722205281563,-0.9644302302766358,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,Adult,0.34121175030599754
C091,-1.289792847932011,1.5034194707237827,0,-0.33779080221899327,0.0001404872281860244,-0.2542736572468381,0.7685781479161149,False,True,False,1,-0.7316067645281269,1.2180443472865519,0.13651752118071125,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Adult,6.655263157894737
C092,-0.22823494839949154,-1.6582892099602586,0,-1.5528656303448687,-0.7228666176278887,0.10702984509107334,-0.5161447993470093,False,False,True,0,0.17948509665260307,0.6194967564823495,0.026422746034976474,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Middle-Aged,69.34371794871795
C093,-0.7000384593028335,0.7523082770943148,2,0.4954033656387499,1.058427335057993,-0.24881007231324173,-1.0653393416884975,True,True,False,4,0.7261402133610412,1.2180443472865519,-0.41395635454796237,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Middle-Aged,13.98041628959276
C094,-1.761596358835353,-0.7710391124854498,1,1.328597533496493,0.08449847237737136,-0.33034102958713896,-0.624022298735516,True,False,False,1,-1.916026184063076,0.020949165678147166,0.46680184661791535,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Young,21.840350877192986
C095,0.7153720734071924,-0.7546085551248051,2,-1.5528656303448687,1.4640837628764491,1.2703307996828341,0.6508936031286531,True,True,False,1,1.2727953300694792,-1.4754198113323587,0.6869913969093846,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Senior,38.303844492440604
C096,1.3641019008992876,-0.39548351567071577,3,0.044089858049139015,-1.0511557104493903,-0.3590925672304418,0.8078063295119354,False,True,False,2,-1.6426986257088567,0.020949165678147166,-0.9644302302766358,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Senior,5.776850649350649
C097,0.24356856250385045,1.2100166607122718,0,-0.6849550388263863,1.8540644561530393,0.008070910725486512,0.07227792459029947,True,True,False,2,-1.3693710673546378,-1.1761460159302575,-1.5149041060053094,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Senior,15.332807692307693
C098,-0.9359402147545045,-0.6184696512794641,3,0.9120004495676215,-1.1854436158863706,-0.3797180958431237,1.5041065528377509,False,True,False,1,0.9083585855971869,-0.8768722205281563,-0.19376680425649281,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Adult,5.377504798464491
C099,1.1282001454476167,-1.235789163543683,1,-1.7611641723093046,0.3649388714665514,7.22032674213166,-1.771446610413268,True,False,False,2,1.090576957833333,-1.4754198113323587,-0.41395635454796237,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Senior,44.727868217054265
C100,1.0102492677217811,0.3204193407573708,2,-0.09477583659381818,-0.09506897414715171,-0.2828203930365237,1.651212233822078,False,True,False,1,-1.7338078118269298,0.32022296108024834,-0.9644302302766358,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Senior,9.714592833876221
