date,day_of_week,day_name,month,is_weekend,is_holiday,temperature_celsius,weather,has_promotion,store_location,peak_hour,ice_creams_sold,revenue_usd,predicted_value,prediction_error,model_name,model_type,model_algorithm,model_train_mse,model_train_mae,model_train_r2,model_test_mse,model_test_mae,model_test_r2,model_mse,model_rmse,model_mae,model_r2_score,model_has_feature_importance
2025-03-30,6,Sunday,3,True,False,20.1,Cloudy,False,Beach,14,39,195,39.583642857142856,-0.5836428571428556,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-03-31,0,Monday,3,False,False,19.4,Sunny,True,Beach,17,49,245,46.89333333333333,2.106666666666669,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-01,1,Tuesday,4,False,False,25.0,Cloudy,False,Beach,13,75,375,74.22583333333334,0.7741666666666589,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-02,2,Wednesday,4,False,False,19.6,Rainy,False,Beach,15,18,90,31.300357142857138,-13.300357142857138,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-03,3,Thursday,4,False,False,25.4,Sunny,False,Downtown,15,107,535,105.885,1.1149999999999949,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-04,4,Friday,4,False,False,20.9,Cloudy,False,Downtown,15,52,260,61.880333333333326,-9.880333333333326,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-05,5,Saturday,4,True,False,23.7,Sunny,False,Beach,17,78,390,71.41616666666667,6.583833333333331,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-06,6,Sunday,4,True,False,22.7,Sunny,False,Beach,14,80,400,70.77900000000001,9.22099999999999,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-07,0,Monday,4,False,False,21.4,Cloudy,False,Downtown,15,48,240,60.18083333333335,-12.180833333333347,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-08,1,Tuesday,4,False,False,18.5,Cloudy,False,Downtown,17,28,140,31.676571428571428,-3.676571428571428,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-09,2,Wednesday,4,False,False,19.9,Sunny,False,Beach,14,44,220,40.645880952380956,3.3541190476190437,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-10,3,Thursday,4,False,False,18.7,Sunny,False,Downtown,17,39,195,37.54,1.4600000000000009,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-11,4,Friday,4,False,False,25.2,Sunny,True,Downtown,13,135,675,109.38,25.620000000000005,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-12,5,Saturday,4,True,False,20.2,Cloudy,False,Beach,16,42,210,47.63433333333333,-5.6343333333333305,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-13,6,Sunday,4,True,False,24.8,Rainy,False,Downtown,15,63,315,67.9445,-4.944500000000005,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-14,0,Monday,4,False,False,25.6,Sunny,False,Downtown,15,91,455,79.2925,11.707499999999996,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-15,1,Tuesday,4,False,False,25.0,Sunny,False,Beach,17,79,395,74.22583333333334,4.774166666666659,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-16,2,Wednesday,4,False,False,23.6,Rainy,False,Downtown,14,42,210,69.84166666666665,-27.841666666666654,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-17,3,Thursday,4,False,False,24.5,Rainy,False,Beach,14,40,200,54.11357142857142,-14.113571428571419,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-18,4,Friday,4,False,False,20.1,Cloudy,False,Beach,16,31,155,39.583642857142856,-8.583642857142856,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-19,5,Saturday,4,True,False,16.7,Sunny,False,Beach,16,16,80,19.82,-3.8200000000000003,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-20,6,Sunday,4,True,False,24.6,Sunny,False,Beach,16,99,495,80.09969047619046,18.90030952380954,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-21,0,Monday,4,False,True,23.1,Rainy,False,Downtown,16,54,270,63.36749999999999,-9.367499999999993,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-22,1,Tuesday,4,False,False,26.9,Sunny,True,Beach,13,138,690,121.47,16.53,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-23,2,Wednesday,4,False,False,18.8,Sunny,False,Beach,14,32,160,34.626666666666665,-2.626666666666665,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-24,3,Thursday,4,False,False,17.7,Sunny,False,Downtown,15,23,115,21.60747619047619,1.3925238095238086,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-25,4,Friday,4,False,False,22.3,Sunny,False,Downtown,15,59,295,63.5405,-4.5405000000000015,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-26,5,Saturday,4,True,False,25.1,Sunny,False,Beach,16,91,455,107.42,-16.42,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-27,6,Sunday,4,True,False,23.3,Sunny,False,Beach,16,71,355,71.04014285714287,-0.04014285714286814,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-28,0,Monday,4,False,False,20.5,Sunny,False,Beach,15,50,250,54.581595238095254,-4.581595238095254,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-29,1,Tuesday,4,False,False,23.1,Sunny,False,Beach,14,71,355,63.36749999999999,7.632500000000007,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-04-30,2,Wednesday,4,False,False,24.6,Sunny,False,Beach,13,85,425,80.09969047619046,4.90030952380954,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-01,3,Thursday,5,False,False,24.6,Cloudy,False,Beach,15,66,330,80.09969047619046,-14.09969047619046,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-02,4,Friday,5,False,False,23.7,Cloudy,False,Beach,16,65,325,71.41616666666667,-6.416166666666669,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-03,5,Saturday,5,True,False,24.3,Cloudy,False,Beach,17,87,435,85.0975,1.9025000000000034,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-04,6,Sunday,5,True,True,22.1,Sunny,False,Beach,15,94,470,55.03178571428572,38.96821428571428,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-05,0,Monday,5,False,True,17.8,Sunny,False,Downtown,16,35,175,25.01630952380952,9.983690476190478,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-06,1,Tuesday,5,False,False,24.5,Rainy,True,Beach,13,59,295,54.11357142857142,4.886428571428581,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-07,2,Wednesday,5,False,False,20.3,Cloudy,False,Beach,14,37,185,48.38416666666666,-11.384166666666658,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-08,3,Thursday,5,False,False,25.7,Rainy,False,Beach,15,40,200,49.90666666666666,-9.90666666666666,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-09,4,Friday,5,False,False,19.5,Rainy,False,Beach,15,20,100,42.1327857142857,-22.132785714285703,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-10,5,Saturday,5,True,False,17.6,Cloudy,False,Downtown,17,25,125,25.756785714285712,-0.7567857142857122,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-11,6,Sunday,5,True,False,24.0,Cloudy,False,Downtown,17,71,355,72.1575,-1.1574999999999989,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-12,0,Monday,5,False,False,18.5,Sunny,False,Downtown,14,30,150,31.676571428571428,-1.6765714285714282,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-13,1,Tuesday,5,False,False,26.1,Cloudy,True,Downtown,14,90,450,82.54666666666668,7.453333333333319,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-14,2,Wednesday,5,False,False,20.8,Sunny,True,Downtown,16,72,360,68.36533333333333,3.634666666666675,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-15,3,Thursday,5,False,False,21.0,Sunny,False,Downtown,17,59,295,60.3367857142857,-1.3367857142857034,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-16,4,Friday,5,False,True,21.0,Cloudy,False,Beach,16,56,280,60.3367857142857,-4.336785714285703,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-17,5,Saturday,5,True,False,23.5,Sunny,False,Downtown,17,88,440,85.212,2.7879999999999967,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-18,6,Sunday,5,True,False,21.7,Sunny,False,Beach,13,59,295,59.4632142857143,-0.4632142857143009,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-19,0,Monday,5,False,False,25.4,Sunny,False,Beach,16,96,480,105.885,-9.885000000000005,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-20,1,Tuesday,5,False,False,20.5,Sunny,True,Beach,14,55,275,54.581595238095254,0.4184047619047462,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-21,2,Wednesday,5,False,True,23.4,Sunny,True,Beach,17,124,620,101.65166666666669,22.348333333333315,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-22,3,Thursday,5,False,False,20.3,Sunny,False,Beach,13,49,245,48.38416666666666,0.6158333333333417,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-23,4,Friday,5,False,False,26.1,Sunny,False,Beach,13,84,420,82.54666666666668,1.453333333333319,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-24,5,Saturday,5,True,False,21.0,Sunny,False,Beach,17,66,330,60.3367857142857,5.663214285714297,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-25,6,Sunday,5,True,True,23.5,Cloudy,False,Beach,15,78,390,85.212,-7.212000000000003,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-26,0,Monday,5,False,False,22.9,Cloudy,True,Beach,13,59,295,62.56416666666667,-3.5641666666666723,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-27,1,Tuesday,5,False,False,18.9,Sunny,False,Beach,17,34,170,35.885,-1.884999999999998,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-28,2,Wednesday,5,False,False,24.3,Sunny,False,Downtown,16,80,400,85.0975,-5.097499999999997,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-29,3,Thursday,5,False,False,21.7,Sunny,False,Beach,17,49,245,59.4632142857143,-10.463214285714301,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-30,4,Friday,5,False,True,22.6,Sunny,False,Downtown,14,83,415,78.957,4.043000000000006,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-05-31,5,Saturday,5,True,False,25.2,Sunny,True,Beach,16,114,570,109.38,4.6200000000000045,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-06-01,6,Sunday,6,True,False,31.9,Sunny,False,Beach,13,269,1345,238.61,30.389999999999986,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-06-02,0,Monday,6,False,True,31.4,Sunny,False,Beach,16,271,1355,256.55,14.449999999999989,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-06-03,1,Tuesday,6,False,False,29.0,Rainy,False,Beach,15,96,480,134.37,-38.370000000000005,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-06-04,2,Wednesday,6,False,False,27.7,Sunny,False,Beach,15,169,845,173.35,-4.349999999999994,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-06-05,3,Thursday,6,False,True,29.4,Sunny,False,Downtown,15,193,965,176.76,16.24000000000001,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-06-06,4,Friday,6,False,False,32.1,Sunny,True,Beach,17,232,1160,212.65,19.349999999999994,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-06-07,5,Saturday,6,True,True,28.3,Cloudy,False,Beach,17,221,1105,192.74,28.25999999999999,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-06-08,6,Sunday,6,True,False,33.4,Cloudy,False,Beach,13,195,975,185.81,9.189999999999998,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
2025-06-09,0,Monday,6,False,False,32.6,Sunny,False,Downtown,16,153,765,170.93,-17.930000000000007,Habla_Simple,regression,random_forest,79.1055580056449,6.295484375,0.9643903419634627,187.86459614068704,9.372316220238096,0.889725628825994,187.86459614068704,13.706370640716202,9.372316220238096,0.889725628825994,True
